experiment,condition_id,replicate,diagnostic,key,value
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,0,memory_capacity,mc_threshold,0.03346603632440241
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,0,memory_capacity,mc_effective_delay,147.7482007782235
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,0,memory_capacity,mc_ratio,1.1904409391758222
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,0,memory_capacity,n_delays,400.0
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,0,ipc,ipc_total,600.9221116084477
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,0,ipc,ipc_total_raw,600.9221116084477
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,0,ipc,ipc_linear,59.953176866951715
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,0,ipc,ipc_nonlinear,540.968934741496
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,0,ipc,n_targets,601.0
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,0,ipc,n_targets_kept,601.0
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,0,ipc,saturation_ratio,3.0046105580422386
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,0,ipc,ipc_threshold_degree1,0.033615406081836705
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,0,ipc,ipc_threshold_degree2,0.4661532771168805
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,0,ipc,ipc_threshold_degree3,0.051207431819006846
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,0,ipc,ipc_threshold_degree4,0.28225925476467795
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,1,memory_capacity,mc_total,260.4939476858832
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,1,memory_capacity,mc_total_raw,260.4939476858832
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,1,memory_capacity,mc_threshold,0.03382371729854523
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,1,memory_capacity,mc_effective_delay,157.06394655941375
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,1,memory_capacity,mc_ratio,1.302469738429416
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,1,memory_capacity,n_delays,400.0
