experiment,condition_id,replicate,diagnostic,key,value
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.95|state_noise=0,0,memory_capacity,mc_effective_delay,17.8392562813892
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.95|state_noise=0,0,memory_capacity,mc_ratio,0.16384434051501373
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.95|state_noise=0,0,memory_capacity,n_delays,400.0
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.95|state_noise=0,0,ipc,ipc_total,102.0950156347253
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.95|state_noise=0,0,ipc,ipc_total_raw,104.97603035061886
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.95|state_noise=0,0,ipc,ipc_linear,32.76203214302342
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.95|state_noise=0,0,ipc,ipc_nonlinear,69.33298349170188
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.95|state_noise=0,0,ipc,n_targets,601.0
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.95|state_noise=0,0,ipc,n_targets_kept,336.0
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.95|state_noise=0,0,ipc,saturation_ratio,0.5104750781736265
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.95|state_noise=0,0,ipc,ipc_threshold_degree1,0.012314979616039862
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.95|state_noise=0,0,ipc,ipc_threshold_degree2,0.012356827429238687
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.95|state_noise=0,0,ipc,ipc_threshold_degree3,0.012906297725621069
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.95|state_noise=0,0,ipc,ipc_threshold_degree4,0.012799519474068871
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=1|state_noise=0,0,memory_capacity,mc_total,21.141330984067693
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=1|state_noise=0,0,memory_capacity,mc_total_raw,22.394338263607736
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=1|state_noise=0,0,memory_capacity,mc_threshold,0.012554129240762053
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=1|state_noise=0,0,memory_capacity,mc_effective_delay,65.78651230616045
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=1|state_noise=0,0,memory_capacity,mc_ratio,0.10570665492033847
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=1|state_noise=0,0,memory_capacity,n_delays,400.0
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=1|state_noise=0,0,ipc,ipc_total,26.952576327206785
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=1|state_noise=0,0,ipc,ipc_total_raw,29.813949069408405
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=1|state_noise=0,0,ipc,ipc_linear,12.507072960024509
