experiment,replicate,seed_reservoir,seed_drive,seed_surrogate,rho,leak_rate,input_scale,sigma_u,input_drive_std,n_units,density,state_noise,n_steps,washout,t0_mc,n_samples_mc,mc_total,mc_total_raw,mc_threshold,mc_effective_delay,mc_ratio,n_delays,t0_ipc,n_samples_ipc,ipc_total,ipc_total_raw,ipc_linear,ipc_nonlinear,ipc_saturation_ratio,n_targets,n_targets_kept,n_degrees,chunk_size_mc_effective,chunk_size_ipc_effective,wall_time_state_s,wall_time_mc_s,wall_time_ipc_s,wall_time_s
3A_mc_sweep,2,0,1,4,1.0,0.3,1.0,0.1,0.09990071705754178,200,0.1,0.0,20000,200,400,19600,22.614916893239194,24.134216911863327,0.012757970629669784,64.66961739653821,0.11307458446619596,400,200,19800,35.01341840862718,37.939750543626324,13.721343514677756,21.292074893949426,0.17506709204313592,601,338,4,256,256,0.1412641250062734,0.07964116707444191,0.5940137079451233,0.8149810410104692
3A_mc_sweep,2,0,1,4,1.0,0.6,1.0,0.1,0.09990071705754178,200,0.1,0.0,20000,200,400,19600,25.553120162961875,26.871726373851285,0.012422202318256083,41.64975776155994,0.12776560081480937,400,200,19800,67.76464036202857,70.15968563577928,21.11802512299385,46.64661523903472,0.33882320181014286,601,388,4,256,256,0.14312054216861725,0.08091575000435114,0.5928397921379656,0.8169389171525836
3A_mc_sweep,2,0,1,4,1.0,1.0,1.0,0.1,0.09990071705754178,200,0.1,0.0,20000,200,400,19600,35.22293239635293,37.876776300175024,0.012215997612905831,22.033205299184083,0.17611466198176465,400,200,19800,91.50948010486817,94.12729507591365,34.0144562325464,57.495023872321774,0.4575474005243409,601,355,4,256,256,0.14195662504062057,0.07981333299539983,0.587533000158146,0.8093661670573056
3A_mc_sweep,2,0,1,4,1.1,0.3,1.0,0.1,0.09990071705754178,200,0.1,0.0,20000,200,400,19600,18.55987206743414,21.01014688339965,0.012468018576289304,44.878541519977524,0.09279936033717069,400,200,19800,56.77576717703704,56.92430763992831,12.620337039510847,44.155430137526196,0.2838788358851852,601,588,4,256,256,0.14102787501178682,0.07897558389231563,0.5941479168832302,0.8142137499526143
3A_mc_sweep,2,0,1,4,1.1,0.6,1.0,0.1,0.09990071705754178,200,0.1,0.0,20000,200,400,19600,19.635372221305524,22.89727881719016,0.012609850518019348,20.03690389993996,0.09817686110652762,400,200,19800,108.42260796089934,108.53520683224558,19.06496386286358,89.35764409803576,0.5421130398044967,601,591,4,256,256,0.14058987493626773,0.07983358413912356,0.5908590420149267,0.8113452501129359
3A_mc_sweep,2,0,1,4,1.1,1.0,1.0,0.1,0.09990071705754178,200,0.1,0.0,20000,200,400,19600,29.364092327130916,32.68644690287971,0.012076936955389387,17.8308697942102,0.14682046163565457,400,200,19800,134.53893365029174,134.8447763780303,29.13348140554005,105.40545224475169,0.6726946682514587,601,575,4,256,256,0.14186758291907609,0.07942454214207828,0.591004875022918,0.8123607910238206
3B_ipc_sweep,0,0,1,4,0.5,0.3,1.0,0.2,0.20025812867932563,50,0.1,0.0,100000,200,400,99600,8.100975884877583,8.269730394461664,0.0007689675891578562,15.234124851287724,0.16201951769755166,400,200,99800,20.519689005697906,20.658911554832834,8.088251292499848,12.431437713198058,0.4103937801139581,601,382,4,168,168,0.46131004206836224,0.3253977079875767,2.4204150419682264,3.2072716671973467
3B_ipc_sweep,0,0,1,4,0.5,0.6,1.0,0.2,0.20025812867932563,50,0.1,0.0,100000,200,400,99600,8.540519224141239,8.719801688715286,0.0007495227581705322,7.200941510179215,0.17081038448282476,400,200,99800,30.05860594614728,30.237581341801864,8.533947963167526,21.524657982979754,0.6011721189229456,601,294,4,168,168,0.4578416249714792,0.26808562502264977,2.3677122918888927,3.0937652920838445
3B_ipc_sweep,0,0,1,4,0.5,1.0,1.0,0.2,0.20025812867932563,50,0.1,0.0,100000,200,400,99600,9.567431090262385,9.751577931761148,0.0007541413142438503,5.462497211033603,0.1913486218052477,400,200,99800,31.91479823845596,32.143449212207464,9.562447659020828,22.352350579435132,0.6382959647691192,601,196,4,168,168,0.4555745830293745,0.2726932081859559,2.3555816248990595,3.083981999894604
3B_ipc_sweep,0,0,1,4,0.8,0.3,1.0,0.2,0.20025812867932563,50,0.1,0.0,100000,200,400,99600,9.937375657355554,10.097327817024837,0.0007519962642049538,19.766055707962767,0.1987475131471111,400,200,99800,20.801252541465537,20.945698507171937,9.663614945675919,11.137637595789618,0.41602505082931074,601,369,4,168,168,0.4721305000130087,0.267703500110656,2.3522879579104483,3.0922522500623018
